Refcode,Year,Density (g/cm3),Helium void fraction (-),Surface area (m2/g,Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),Ratio LCD/PLD,Porosity
KIPKAX,2013,2.002,0.13767,66.25,0.051,3.61,4.95,1.37119113573407,1D
KIPKIF,2013,1.11,0.347586,539.57,0.232,9.9,10.23,1.03333333333333,1D
KIPQAD,2013,1.343,0.241684,5.62,0.124,2.09,4.18,2,2D
KIPQOS,2018,0.868,0.602822,2291.98,0.616,5.04,5.82,1.1547619047619,1D
KIPQUX,2013,1.038,0.509023,19.54,0.402,3.02,4.28,1.41721854304636,1D
KIPXOY,2013,1.028,0.355688,51.57,0.251,2.72,4.45,1.63602941176471,1D
KIPXOZ,2018,0.641,0.690268,2977.51,0.973,6.14,8.18,1.33224755700326,1D
KIPXUE,2013,1.033,0.356562,53.08,0.25,2.55,4.57,1.7921568627451,1D
KIPZEQ,2013,1.403,0.319509,181.55,0.172,3.84,4.74,1.234375,1D
KIPZIU,2013,1.486,0.242291,17.19,0.124,1.14,4.58,4.01754385964912,3D
KIQCIW,2000,0.941,0.390248,181.95,0.316,3.54,5.17,1.46045197740113,1D
KIQDEV,2013,1.158,0.206463,41.53,0.12,1.39,4.53,3.2589928057554,1D
KIQKAW,2000,1.094,0.519719,1800.5,0.46,4.59,5.8,1.2636165577342,1D
KIQKEA,2000,1.117,0.494577,1697.42,0.435,4.43,5.61,1.26636568848758,2D
KIQKIE,2000,1.067,0.51494,1853.19,0.475,4.61,5.83,1.2646420824295,1D
KIRHAX,2018,0.915,0.493952,1557.8,0.492,6.8,7.77,1.14264705882353,1D
KIRHIF,2018,1.325,0.08548,21.94,0.04,1.14,4.57,4.00877192982456,3D
KIRKIF01,2009,0.676,0.637702,1623.3,0.867,11.79,12.52,1.06191687871077,1D
KISWUH,2019,1.118,0.335761,498,0.256,5.21,5.57,1.06909788867562,1D
KITGUQ01,2010,1.314,0.304179,453.2,0.189,5.91,8.23,1.39255499153976,1D
KITGUQ,2008,1.3,0.309639,462.26,0.2,5.97,8.19,1.37185929648241,1D
KITHAX,2008,1.334,0.305637,444.53,0.19,5.79,8.18,1.41278065630397,1D
KITHEB,2008,1.344,0.30436,441.43,0.187,5.78,8.11,1.40311418685121,1D
KITHIF,2008,1.395,0.312042,433.15,0.186,5.92,7.79,1.31587837837838,1D
KITHUR,2008,1.322,0.300625,438.37,0.188,5.72,8.22,1.43706293706294,1D
KITTOY,2014,1.093,0.378288,488.77,0.26,1.66,5.44,3.27710843373494,3D
KITWUH04,2014,0.846,0.561823,1541.72,0.638,9.35,11.09,1.18609625668449,1D
KITYOD,2014,1.452,0.155908,67.64,0.077,1.38,5.51,3.99275362318841,3D
KIVGEC,2008,1.091,0.41686,631.95,0.291,4.06,5.01,1.23399014778325,1D
KIVGUS,2008,1.434,0.248508,281.49,0.125,4.78,5.52,1.15481171548117,1D
KIVPAI,2014,1.498,0.248413,131.84,0.156,2.91,4.97,1.70790378006873,1D
KIVPEM,2014,1.385,0.3136,192.93,0.209,3.58,5.07,1.41620111731844,1D
KIVXAQ,2014,1.504,0.306017,10.35,0.157,2.49,4.25,1.70682730923695,1D
KIWFOL,1991,1.472,0.168927,3.52,0.067,2.77,4.04,1.45848375451264,1D
KIXBOL,2019,1.434,0.491996,6.17,0.242,3.13,4.17,1.33226837060703,1D
KIXHAD,2019,0.521,0.746744,3145.63,1.323,7.9,9.32,1.17974683544304,1D
KIXHEH,2019,0.752,0.553169,1405.16,0.69,10.62,11.43,1.07627118644068,1D
KIXXIB,2019,1.303,0.361108,18.62,0.194,3.13,4.3,1.37380191693291,1D
KIYBAX,2014,1.174,0.346592,429.93,0.225,3.69,6.15,1.66666666666667,1D
KIYJIN,2014,0.842,0.501555,268.23,0.5,3.4,4.53,1.33235294117647,1D
KIYMIQ,2014,1.328,0.109052,124.4,0.068,4.89,5.14,1.05112474437628,1D
KIYQIU,2014,1.485,0.344273,67.94,0.171,3.39,4.52,1.33333333333333,3D
KIYQOA,2014,1.497,0.287636,57.11,0.152,2.59,4.63,1.78764478764479,1D
KIYROB,2014,1.641,0.12536,1.14,0.056,1.26,4.11,3.26190476190476,1D
KIYRUH,2014,1.428,0.464034,630.47,0.278,4.59,5.96,1.29847494553377,1D
KIYWIB,2019,1.377,0.159299,66.9,0.088,2.11,4.86,2.30331753554502,2D
KIZCII,2019,1.202,0.431156,329.8,0.278,3.71,5.09,1.37196765498652,1D
KIZQOC,2019,1.398,0.253302,94.9,0.135,2.62,4.47,1.70610687022901,1D
KOBFIR,2008,0.929,0.623055,1540.8,0.57,5.62,7.5,1.33451957295374,2D
KOBHER,2019,1.183,0.347062,215.85,0.244,2.93,5.24,1.78839590443686,1D
KOBKAQ,2019,1.278,0.262772,0.04,0.147,3.46,4.08,1.17919075144509,1D
KOBKIY,2019,1.293,0.209187,10.75,0.114,3.39,4.29,1.26548672566372,1D
KOBKUK01,2019,1.277,0.232298,63.76,0.127,3.68,4.54,1.23369565217391,1D
KOBKUK,2019,1.282,0.229992,44.75,0.127,3.63,4.48,1.23415977961433,1D
KOBMAS,2019,0.749,0.815863,2640.84,0.912,6.41,8.61,1.34321372854914,3D
KOBMIA,2019,1.266,0.271348,147.61,0.148,4.07,4.7,1.15479115479115,1D
KOBPAV,2019,1.445,0.27874,253.7,0.153,4.02,5.51,1.37064676616915,1D
KOBPUP,2019,1.491,0.162154,0.33,0.074,2.68,4.06,1.51492537313433,1D
KOCPOI,2008,1.08,0.430971,608.3,0.328,3.67,6.57,1.79019073569482,2D
KOCPUO,2008,1.118,0.434077,579.4,0.314,3.8,6.49,1.70789473684211,2D
KOCWEF,2008,1.077,0.49425,816.76,0.39,3.68,7.88,2.14130434782609,2D
KODDIQ,2000,0.814,0.490942,1815.01,0.586,6.62,7.41,1.11933534743202,1D
KOFLOI,2014,1.27,0.173106,11.28,0.093,2.31,4.35,1.88311688311688,1D
KOFLUO,2014,1.287,0.112794,4.61,0.056,1.49,4.21,2.8255033557047,1D
KOFPEB01,2008,1.778,0.315861,306.64,0.149,4.72,6.89,1.45974576271186,1D
KOFPEB02,2008,1.771,0.315629,308.39,0.15,4.65,6.91,1.48602150537634,1D
KOFPEB03,2008,1.771,0.315135,305.53,0.15,4.71,6.88,1.46072186836518,1D
KOFQON,2014,0.683,0.650608,2422.1,0.839,6.99,8.48,1.21316165951359,2D
KOFVOS,2014,1.303,0.39912,179.2,0.272,3.86,4.77,1.23575129533679,1D
KOFVUY,2014,1.43,0.350889,269.51,0.203,2.45,5.24,2.13877551020408,1D
KOGDEQ,2009,0.774,0.629054,2229.25,0.713,4.87,6.24,1.28131416837782,2D
KOHROQ,2014,1.491,0.098836,1.42,0.029,1.26,4.11,3.26190476190476,1D
KOHTOR,2009,0.909,0.665954,569.15,0.667,3.91,4.72,1.20716112531969,1D
KOHTUX,2009,1.348,0.315112,12.5,0.211,2.51,4.28,1.70517928286853,2D
KOHWAG,2009,0.949,0.596972,966.17,0.551,4.38,5.76,1.31506849315068,1D
KOHWEK,2009,1.346,0.42483,75.98,0.243,3.7,4.47,1.20810810810811,1D
KOHXUB,2009,0.694,0.598747,1562.93,0.801,3.55,6.06,1.70704225352113,1D
KOJCUI,2009,1.523,0.201417,204.46,0.106,4.79,5.31,1.10855949895616,1D
KOJLUR,2009,1.093,0.362839,0.1,0.298,2.51,4.1,1.63346613545817,1D
KOJTUY,2000,1.091,0.613369,1978.08,0.564,4.7,5.95,1.26595744680851,1D
KOJYOY,2009,1.098,0.401828,453.74,0.289,3.29,5.38,1.63525835866261,1D
KOKDAQ,2009,1.474,0.151506,1.62,0.068,1.26,4.13,3.27777777777778,3D
KOLFUM,1992,1.153,0.297812,16.61,0.195,2.1,4.2,2,2D
KOLHIE,2014,1.396,0.467392,785.97,0.318,3.94,5.57,1.41370558375635,3D
KOLHOK,2014,1.441,0.471302,767.06,0.311,3.95,5.58,1.4126582278481,3D
KOLMEE,2009,1.055,0.461702,1114.03,0.362,4.46,5.79,1.29820627802691,1D
KOLMII,2009,1.238,0.316599,207.27,0.183,1.87,5.29,2.82887700534759,1D
KOLNIJ,2009,1.053,0.324998,171.13,0.198,2.55,4.81,1.88627450980392,1D
KOLNUV,2009,1.049,0.32988,197.56,0.203,2.41,5.15,2.13692946058091,1D
KOLPEH,2009,0.742,0.644603,1758.51,0.756,4.89,7.14,1.4601226993865,1D
KOLTUC,2014,2.019,0.211186,62.17,0.057,2.41,5.56,2.30705394190871,3D
KOLVAK,2014,2.06,0.207807,54.85,0.055,2.4,5.55,2.3125,3D
KOLWOY,2009,1.18,0.381427,871.6,0.283,5.15,5.88,1.14174757281553,1D
KOMDEX,2014,1.016,0.478797,678.79,0.373,3.7,6.46,1.74594594594595,3D
KOMGEZ,2009,1.408,0.281378,33.93,0.16,2.18,4.66,2.13761467889908,2D
KOMGOK,2014,1.903,0.191264,49.69,0.058,2.34,5.32,2.27350427350427,3D
KOMGUP,2009,1.596,0.34489,36.06,0.188,2.06,4.4,2.13592233009709,3D
KOMGUQ,2014,1.941,0.186902,52.53,0.056,2.12,5.28,2.49056603773585,3D
KOMHAX,2014,1.985,0.182377,45.15,0.054,2.14,5.41,2.52803738317757,3D
KOMJIH,2014,1.994,0.212341,60.21,0.06,2.42,5.58,2.30578512396694,3D
KOMJON,2014,2.005,0.211331,59.59,0.059,2.41,5.57,2.31120331950207,3D
KOMWEP,2009,1.372,0.115634,0.09,0.053,1.59,4.02,2.52830188679245,1D
KOPHOO,2014,0.493,0.831984,4324.54,1.569,9,10.98,1.22,1D
KOPJIK,2014,1.293,0.344348,80.46,0.205,2.43,4.58,1.88477366255144,1D
KOPZOG,2014,1.329,0.179576,38.49,0.098,3.29,4.39,1.33434650455927,1D
KOQDOL,2014,1.335,0.154192,0.49,0.071,1.76,4.07,2.3125,1D
KOQLIN,2014,1.242,0.209343,13.83,0.129,3.15,4.19,1.33015873015873,1D
KOQLUZ,2014,4.033,0.218154,31.35,0.055,2.98,4.68,1.57046979865772,1D
KOQREP,2014,2.267,0.188413,120.92,0.077,3.04,5.44,1.78947368421053,1D
KOQVAP,2014,0.697,0.66681,2390.1,0.823,5.23,6.53,1.24856596558317,1D
KOQVUJ,2014,1.269,0.202629,52.75,0.135,2.8,4.39,1.56785714285714,1D
KORLAE,1992,0.35,0.753867,9996.08,2.255,5.11,6.55,1.28180039138943,1D
KORMOV,2014,1.771,0.111034,2.14,0.038,2.47,4.21,1.70445344129555,1D
KORYOH,2014,2.769,0.268198,66.64,0.066,2.58,5.15,1.99612403100775,1D
KOSFIH,1992,1.721,0.184619,51.2,0.098,1.1,4.39,3.99090909090909,1D
KOSJAF,2014,1.188,0.679029,1180.5,0.497,9.74,10.86,1.11498973305955,1D
KOSJEJ,2014,1.186,0.685818,1189.05,0.505,9.66,10.88,1.12629399585921,1D
KOSJIN,2014,1.186,0.681431,1185.52,0.503,9.72,10.89,1.12037037037037,1D
KOSJOT,2014,1.181,0.685762,1192.62,0.507,9.65,10.92,1.13160621761658,1D
KOSJUZ,2014,1.181,0.684784,1193.12,0.507,9.69,10.9,1.12487100103199,1D
KOSKAG,2014,1.178,0.688632,1197.44,0.51,9.85,11.09,1.1258883248731,1D
KOSKEK,2014,1.179,0.687789,1191.55,0.509,9.65,10.97,1.13678756476684,1D
KOSKIO01,2014,1.182,0.66947,1176.99,0.497,9.62,10.83,1.12577962577963,1D
KOSKIO,2014,1.188,0.680314,1181.62,0.501,9.69,10.85,1.11971104231166,1D
KOSKUA,2014,1.171,0.699276,1215.9,0.522,10.64,11.42,1.07330827067669,1D
KOSLAH,2014,1.168,0.694991,1206.81,0.519,10.76,11.56,1.07434944237918,1D
KOSLEL,2014,1.203,0.684782,1172.94,0.495,9.79,10.86,1.10929519918284,1D
KOSLIP,2014,1.197,0.684842,1157.46,0.497,9.69,10.96,1.13106295149639,1D
KOSLOV,2014,1.194,0.68834,1167.24,0.5,9.86,10.93,1.10851926977688,1D
KOSLUB,2014,1.2,0.681621,1168.52,0.493,9.72,10.89,1.12037037037037,1D
KOSMAI,2014,1.195,0.522831,1020.42,0.412,8.19,9.71,1.18559218559219,1D
KOTSIX,2014,1.297,0.205399,52.63,0.122,1.81,4.57,2.52486187845304,1D
KOWKUC,1992,0.93,0.201859,183.46,0.161,1.29,5.15,3.9922480620155,3D
KOWRIZ,2014,1.367,0.301793,0.27,0.15,2.37,4.04,1.70464135021097,1D
KOYRAT,2014,0.995,0.534257,785.53,0.445,4.52,6.3,1.39380530973451,1D
KOYWEC,2014,1.277,0.348853,29.08,0.231,3.1,4.38,1.41290322580645,1D
KOZGEN,2014,0.515,0.739703,1915.55,1.412,15.52,15.86,1.02190721649485,1D
KOZSEZ,2014,1.213,0.138198,72.72,0.075,3.49,5.28,1.51289398280802,1D
KOZSID,2014,1.213,0.140535,56.92,0.077,3.45,5.22,1.51304347826087,1D
KOZSOJ,2014,1.232,0.133269,44.45,0.067,3.21,5.03,1.56697819314642,1D
KOZVOM,2014,1.008,0.613834,1384.47,0.56,6.3,7.77,1.23333333333333,1D
KOZZAC,2014,1.077,0.282931,52.01,0.201,1.83,4.64,2.53551912568306,1D
KOZZOQ,2014,1.152,0.252933,52.79,0.173,1.1,4.38,3.98181818181818,2D
KOZZUW,2014,1.008,0.277273,181.71,0.211,1.61,5.27,3.27329192546584,2D
KUBCIV,2014,0.589,0.667644,3251.19,1.066,6.73,7.47,1.10995542347697,1D
KUBCUH,2014,0.544,0.654635,3633.51,1.169,6.7,7.58,1.13134328358209,1D
KUBQAA,2010,0.859,0.513351,1079.6,0.486,4.67,8.8,1.88436830835118,1D
KUBXOW,2015,1.188,0.215583,128.49,0.125,4,4.52,1.13,1D
KUBYOW,2010,1.137,0.369158,137.93,0.253,3.23,4.43,1.37151702786378,1D
KUBZEN,2010,1.441,0.329896,113.91,0.167,3.05,4.98,1.6327868852459,1D
KUCDIW,2010,0.823,0.507984,1292.62,0.548,3.78,14.67,3.88095238095238,3D
KUCJAU,2010,1.247,0.170568,0.9,0.091,1.27,4.16,3.2755905511811,3D
KUCKAV,2010,1.188,0.344722,67.59,0.249,2.42,4.56,1.88429752066116,1D
KUCLIF,2015,1.052,0.275801,21.07,0.15,2.79,4.22,1.51254480286738,1D
KUCPII,2010,1.297,0.267725,5.39,0.132,2.51,4.1,1.63346613545817,1D
KUDJOI,1993,0.998,0.417465,846.1,0.375,3.98,6.37,1.60050251256281,1D
KUDLUR,2010,1.947,0.305375,245.01,0.123,4.72,6.68,1.41525423728814,1D
KUDMAY,2010,1.932,0.306713,245.24,0.128,4.69,6.63,1.4136460554371,1D
KUDPOP,2010,1.504,0.182897,9.29,0.073,1.05,4.22,4.01904761904762,3D
KUFPUX,2010,2.556,0.125051,22.69,0.046,1.96,4.96,2.53061224489796,3D
KUFQAE,2010,2.558,0.124932,22.85,0.046,1.97,4.99,2.53299492385787,3D
KUFQEI,2010,2.598,0.117211,22.32,0.042,1.99,5.04,2.53266331658291,3D
KUFQIM,2010,2.594,0.116627,15.6,0.041,1.87,4.73,2.52941176470588,2D
KUGXUH,2015,1.189,0.17112,42.45,0.103,1.39,4.55,3.27338129496403,1D
KUHYUI,2010,1.47,0.14207,10.61,0.053,2.19,4.37,1.99543378995434,1D
KUJFUS,2015,1.012,0.33155,219.23,0.392,2.56,4.82,1.8828125,1D
KUKHIJ,2015,1.159,0.407742,540.23,0.277,4.53,5.66,1.24944812362031,1D
KULCUR,2015,1.275,0.262381,29.96,0.15,1.52,4.3,2.82894736842105,1D
KULRIT,2010,1.753,0.276957,73.28,0.114,1.6,4.52,2.825,1D
KULWAR,2015,1.08,0.388464,623.5,0.286,4.05,6.76,1.66913580246914,1D
KUMBOL,2015,1.684,0.177202,18.79,0.071,2.32,4.37,1.88362068965517,1D
KUMBUR,2015,1.689,0.176188,18.01,0.071,2.32,4.38,1.88793103448276,1D
KUMCUS,2015,0.903,0.585188,1145.66,0.625,4.33,5.61,1.29561200923788,1D
KUMDAZ,2015,0.927,0.590485,1074.55,0.608,4.28,5.56,1.29906542056075,1D
KUMDED,2015,0.909,0.585447,1121.53,0.62,4.33,5.62,1.29792147806005,1D
KUMDIH,2015,0.918,0.588185,1118.4,0.619,4.33,5.63,1.30023094688222,1D
KUMDON,2015,0.936,0.592341,1080.31,0.603,4.31,5.6,1.29930394431555,1D
KUMFOP,2015,0.713,0.678491,2439.06,0.899,5.8,7.52,1.29655172413793,1D
KUMGOQ,2015,1.722,0.414243,354.38,0.253,3.59,5.75,1.6016713091922,1D
KUMGUW,2015,0.903,0.655695,1112.17,0.651,18.35,18.93,1.03160762942779,1D
KUMHOR,2015,0.639,0.672602,2440.7,1.01,9.82,10.84,1.10386965376782,1D
KUMJOT,2015,1.081,0.375629,610.73,0.281,3.84,7.05,1.8359375,1D
KUMWIZ,2010,1.344,0.123712,93.96,0.07,1.24,7.04,5.67741935483871,3D
KUNDEE,2015,1.833,0.144477,49.85,0.054,1.92,5.43,2.828125,3D
KUNHEH,2010,1.185,0.371421,205.18,0.238,3.63,4.98,1.37190082644628,1D
KUNJOT,2010,2.736,0.248247,103.53,0.09,2.99,5.35,1.78929765886288,1D
KUNLEL,2010,1.585,0.168126,24.95,0.088,1.49,4.2,2.81879194630872,1D
KUNQUH,2015,1.269,0.4186,236.8,0.262,2.19,4.69,2.14155251141553,2D
KUNRAO,2015,1.225,0.45742,170.35,0.293,2.93,5,1.70648464163823,1D
KUNTAQ02,2015,0.963,0.64905,1254.41,0.508,6.66,7.25,1.08858858858859,1D
KUNTAQ03,2015,0.964,0.646587,1245.07,0.507,6.71,7.23,1.07749627421759,1D
KUPFEH,2010,1.422,0.160648,50.64,0.083,1.21,4.82,3.98347107438017,3D
KUPTIA,2015,0.834,0.710969,1606.82,0.764,10.45,14.9,1.42583732057416,1D
KUPXAV,2010,1.369,0.234161,102.29,0.169,2.72,4.64,1.70588235294118,1D
KUQCOP,2010,0.957,0.489769,1427.72,0.433,4.54,5.89,1.29735682819383,1D
KUQYAX,2010,1.438,0.242278,45.55,0.119,1.87,4.31,2.3048128342246,1D
KUQZAZ,2015,0.845,0.664728,1135.93,0.658,3.73,5.97,1.60053619302949,1D
KURHIQ,2015,1.412,0.25859,148.79,0.177,1.27,5.09,4.00787401574803,1D
KURHOW,2015,0.423,0.734699,6152,1.831,5.82,7.1,1.21993127147766,1D
KURLAL,2010,0.996,0.410311,389.8,0.346,3.57,5.04,1.41176470588235,1D
KURRUL,2010,1.372,0.161679,192.45,0.086,0.77,8.66,11.2467532467532,NON-POROUS
KURSEW,2010,1.257,0.192652,0.37,0.11,1.59,4.03,2.53459119496855,1D
KUSRUN,2015,1.254,0.327742,133.33,0.203,2.89,4.72,1.63321799307958,1D
KUTCUZ,2015,1.144,0.369406,673.49,0.255,5.57,7.76,1.39317773788151,1D
KUTDAG,2015,1.137,0.399194,672.34,0.281,5.66,7.65,1.35159010600707,1D
KUTKIV,2015,1.231,0.316339,131.65,0.179,3.18,4.81,1.5125786163522,1D
KUTKOB,2015,1.241,0.301639,116.33,0.171,3.13,4.73,1.5111821086262,1D
KUTSUP,2015,1.124,0.477472,853.65,0.367,4.46,6.3,1.41255605381166,1D
KUVJES,2015,2.416,0.241378,0.93,0.097,1.92,4.11,2.140625,1D
KUVMAR,2015,1.16,0.431581,703.46,0.299,4.04,6.47,1.60148514851485,1D
KUVMEV,2015,0.569,0.779074,3434.05,1.22,7.21,9.61,1.33287101248266,1D
KUVMIZ,2015,0.375,0.814694,4575.4,2.046,10.5,14.74,1.40380952380952,1D
KUVMUL,2015,1.004,0.375863,274.44,0.305,2.99,5.97,1.99665551839465,1D
KUVZOR,2010,1.712,0.32774,336.66,0.208,3.98,5.63,1.41457286432161,1D
KUWROK,2010,3.465,0.298082,60.18,0.089,3.35,4.89,1.45970149253731,1D
KUXJUJ,2010,3.815,0.082262,13.12,0.023,2.99,4.88,1.63210702341137,1D
KUXYUY,2010,1.11,0.474514,0.37,0.316,3.24,4.1,1.26543209876543,1D
KUYGOC,2015,0.892,0.650735,1900.26,0.619,6.1,7.92,1.2983606557377,1D
KUYHOC,2010,1.225,0.14152,2.54,0.078,1.77,4.09,2.31073446327684,2D
KUZLOI,2016,1.13,0.282938,3.55,0.182,2.94,4.16,1.41496598639456,1D
KUZLUO,2016,1.318,0.156235,9.87,0.08,1.49,4.21,2.8255033557047,2D
KUZWAF,2016,1.277,0.392318,171.26,0.239,2.8,4.57,1.63214285714286,2D
LABGAY,2011,1.463,0.198814,5.98,0.099,2.96,4.33,1.46283783783784,1D
LABJOP,2011,1.638,0.215886,37.82,0.096,1.89,4.77,2.52380952380952,2D
LABPOV,2011,1.772,0.125064,39.96,0.047,3.42,4.56,1.33333333333333,1D
LABPUB,2011,1.8,0.128937,44.89,0.048,3.5,4.8,1.37142857142857,1D
LABQAI,2011,1.804,0.131132,51.4,0.051,3.6,4.95,1.375,1D
LABQIQ,2011,1.465,0.186534,67,0.086,2.58,5.16,2,1D
LABREN,2011,1.429,0.237152,127.77,0.123,1.94,4.91,2.53092783505155,1D
LACCUP,2011,1.549,0.337268,437.76,0.198,7.45,8.18,1.09798657718121,1D
LACDAW,2011,2.364,0.092253,10.38,0.037,2.06,4.75,2.30582524271845,1D
LACDUR,2016,1.668,0.156061,0.11,0.063,1.6,4.04,2.525,1D
LACFOM,2011,2.234,0.230115,15.73,0.063,3.43,4.45,1.29737609329446,1D
LACJOR,2016,1.373,0.231638,63.92,0.114,3.27,5.34,1.63302752293578,1D
LACPEN,2016,3.525,0.098877,20.74,0.031,0.85,4.81,5.65882352941176,NON-POROUS
LACQIS,2016,1.031,0.508957,687.5,0.406,5.28,6.23,1.17992424242424,1D
LADHIJ,2011,1.077,0.561666,1178.96,0.456,4.4,6.13,1.39318181818182,1D
LADJAE,2016,0.989,0.380644,280.31,0.302,2.84,5.35,1.88380281690141,2D
LADJEI,2016,0.503,0.766779,3907.89,1.378,7.74,10.54,1.36175710594315,1D
LADJUY,2016,1.004,0.521654,1036.13,0.49,4.52,6.11,1.35176991150443,1D
LADKEJ,2016,1.434,0.461625,544.95,0.276,4.56,5.16,1.13157894736842,1D
LADMOV,2016,0.89,0.600976,1979.76,0.624,7.16,7.72,1.07821229050279,1D
LADQEP,2016,1.283,0.290282,202.09,0.18,3.93,5.84,1.48600508905852,1D
LADQIQ,2000,0.937,0.402139,240.21,0.319,3.62,5.29,1.46132596685083,1D
LADQIT,2016,1.288,0.29788,190.36,0.18,3.64,5.94,1.63186813186813,1D
LADQOW,2000,0.933,0.405414,224.28,0.324,3.59,5.24,1.45961002785515,1D
LADQOZ,2016,1.279,0.289123,187.18,0.178,3.82,5.88,1.53926701570681,1D
LADQUF,2016,1.302,0.292518,213.96,0.174,4.15,5.78,1.39277108433735,1D
LADRUG,2016,1.511,0.203888,16.5,0.085,2.4,4.3,1.79166666666667,1D
LADSAN,2016,1.529,0.212956,21.11,0.102,2.72,4.27,1.56985294117647,1D
LADYUN,2016,1.046,0.525898,545.66,0.394,3.46,5.43,1.56936416184971,1D
LADZEY,2016,1.257,0.135567,11.61,0.074,1.68,4.26,2.53571428571429,1D
LAFFEG02,2016,1.019,0.462742,629.05,0.4,3.55,5.58,1.57183098591549,3D
LAFFEG,2016,1.024,0.461689,613.76,0.392,3.54,5.56,1.57062146892655,3D
LAFJUY,2005,1.201,0.322096,76.17,0.261,1.78,4.5,2.52808988764045,1D
LAFQOA,2010,0.732,0.679999,1870.27,0.801,4.68,12.49,2.66880341880342,3D
LAFQUG,2010,0.728,0.683524,1887.64,0.807,4.78,12.58,2.63179916317992,2D
LAFRER,2010,0.705,0.69034,2020.89,0.853,4.89,12.86,2.62985685071575,3D
LAFRIV,2010,0.722,0.689414,1949.88,0.825,5.14,12.25,2.38326848249027,1D
LAFSUH,2005,0.899,0.589547,1570.15,0.618,4.65,6.9,1.48387096774194,1D
LAFTAO,2005,0.914,0.582123,1534.49,0.602,4.51,6.81,1.509977827051,1D
LAGCOO,2016,1.074,0.440632,897.78,0.322,5.02,5.73,1.14143426294821,1D
LAGHOR,2005,1.28,0.430707,177.41,0.242,4.07,4.43,1.08845208845209,1D
LAGROC,2011,1.272,0.446765,596.26,0.288,5.12,5.91,1.154296875,1D
LAGVAS,2011,1.903,0.499818,934.3,0.257,5.26,5.78,1.09885931558935,1D
LAGVOG,2011,1.338,0.335406,283.73,0.182,1.26,5.82,4.61904761904762,1D
LAGWUN,2011,1.538,0.405766,561.18,0.234,5.12,6.48,1.265625,1D
LAGZUP,2005,0.555,0.728194,3812.11,1.21,6.32,9.38,1.48417721518987,1D
LAHCOP,2016,1.861,0.45548,540.97,0.236,3.44,7.11,2.06686046511628,2D
LAHCUV,2016,2.002,0.482977,636.47,0.244,7.3,10.75,1.47260273972603,1D
LAHDAC,2016,2.443,0.455679,539.63,0.202,5.09,7.99,1.56974459724951,2D
LAHTOE,2005,1.526,0.196652,28.4,0.093,2.65,4.33,1.63396226415094,1D
LAHXUQ,2016,1.242,0.228049,34.48,0.129,2.49,4.46,1.79116465863454,1D
LAJHAG,2005,0.975,0.427793,684.02,0.345,3.42,6.44,1.88304093567251,3D
LAJHEK,2005,1.049,0.417001,751.97,0.339,4.15,7.25,1.74698795180723,1D
LAJHIO,2005,1.191,0.394315,547.33,0.267,3.57,6.38,1.78711484593838,1D
LAJJAK,2016,1.169,0.495371,344,0.367,2.8,5.02,1.79285714285714,1D
LAJKUE,2011,1.055,0.50884,941.51,0.413,7.09,15.43,2.17630465444288,3D
LAJLAL,2011,0.919,0.508455,1069.16,0.475,6.79,16.46,2.42415316642121,3D
LAJLEP,2011,0.974,0.531347,1062.92,0.463,7.05,16.45,2.33333333333333,3D
LAKBAB,2005,0.423,0.79663,4802.19,1.817,7.78,8.94,1.14910025706941,1D
LAKBUX,2016,1.152,0.429433,654.04,0.278,4.68,6.16,1.31623931623932,1D
LAKTUN,2005,0.83,0.686384,2935.44,0.793,6.95,7.86,1.13093525179856,1D
LAKVAV,2005,0.853,0.683647,2808.6,0.767,7.04,7.81,1.109375,1D
LAKVEZ,2005,0.813,0.683548,3035.49,0.815,6.94,7.85,1.13112391930836,1D
LAKVID,2005,0.87,0.685752,2807.93,0.754,6.84,7.66,1.11988304093567,1D
LALDUZ,2011,1.041,0.527701,912.7,0.543,3.77,5.5,1.45888594164456,1D
LALFEL,2011,1.215,0.545994,921.61,0.479,4.02,5.68,1.41293532338308,1D
LALFUB,2011,1.802,0.341266,43.05,0.16,3.3,4.4,1.33333333333333,1D
LALGEL,2005,1.477,0.139426,127.28,0.072,1.39,6.4,4.60431654676259,3D
LALPIZ,2011,1.528,0.208601,31.42,0.104,2.81,4.6,1.63701067615658,1D
LALPOF,2011,1.616,0.21003,40.44,0.103,2.98,4.68,1.57046979865772,1D
LALZUU,2005,1.275,0.319242,551.63,0.247,7.08,8.4,1.1864406779661,1D
LAMROJ,2017,1.313,0.32515,265.36,0.204,4.03,5.24,1.30024813895782,2D
LAMRUP,2017,1.351,0.256781,2.37,0.144,1.29,4.21,3.26356589147287,1D
LAPGIT,2005,1.258,0.124112,60.33,0.062,0.93,5.23,5.62365591397849,NON-POROUS
LAPJIY,2017,2.049,0.196337,3,0.077,1.27,4.15,3.26771653543307,1D
LAPMAR,2005,1.13,0.457752,979.44,0.351,4.25,5.12,1.20470588235294,2D
LAPQEZ,2005,0.497,0.704166,4412.63,1.342,7.04,7.89,1.12073863636364,1D
LAQJUL,2017,0.557,0.716689,3120.99,1.163,8.13,10.22,1.25707257072571,1D
LAQKAS,2017,1.03,0.369953,304.86,0.255,3.52,4.98,1.41477272727273,1D
LAQKEW,2017,1.033,0.38019,328.94,0.265,3.66,5.01,1.36885245901639,1D
