Refcode,Density (g/cm3),"Void fraction, F(He,T) (-)","Surface area, S(AC,T) (m2/g)","Pore volume, V(PO,T) (cm3/g)",Pore limiting diameter (A),Largest cavity diameter (A),Ratio LCD/PLD (-)
XUJPOI,1.237,0.486196,329.62,0.334,3.46,5.05,1.459537572
XUJQAV,1.236,0.489519,346.7,0.334,3.5,5.11,1.46
XUJRIE,0.908,0.552088,1080.12,0.584,11.39,12.09,1.061457419
XUJRUR,0.925,0.564431,1663.18,0.553,4.97,8.89,1.788732394
XUJZOR,1.869,0.223239,29.17,0.103,2.15,4.6,2.139534884
XUKLAS,1.399,0.167338,1.67,0.092,1.81,4.18,2.309392265
XUKTEE,0.883,0.629767,1931.42,0.65,9.12,10.12,1.109649123
XUKXEH,1.418,0.355964,129.02,0.185,2.36,5.04,2.13559322
XUKYEI,0.574,0.721928,2977.33,1.136,8.21,9.74,1.1863581
XULCIR,1.105,0.350172,148.4,0.273,2.73,4.89,1.791208791
XULGAN,0.814,0.563421,1398.22,0.63,4.63,6.55,1.414686825
XULGUI,1.465,0.314096,206.22,0.15,2.93,4.99,1.703071672
XULNOJ,1.365,0.180257,32.53,0.106,2.14,4.28,2
XULPAV,0.991,0.564457,1358.5,0.539,8.32,9.06,1.088942308
XULPEZ,1.317,0.312825,144.44,0.21,2.23,4.78,2.143497758
XUMFIW,1.423,0.115962,24.28,0.058,1.54,4.36,2.831168831
XUMKUN,0.74,0.663894,2233.18,0.822,5.64,7.85,1.391843972
XUMNEA,1.217,0.272905,112.48,0.146,3.16,5.15,1.629746835
XUMPIF,2.511,0.118254,5.34,0.035,1.28,4.17,3.2578125
XUMRUU,1.53,0.245974,6.66,0.1,1.06,4.24,4
XUNHAQ,1.01,0.406798,101.33,0.319,3.69,4.26,1.154471545
XUNSAC,1.05,0.374114,166.81,0.28,3.45,4.6,1.333333333
XUNTIL,1.108,0.289739,3.93,0.22,3.28,4.05,1.234756098
XUNXOU01,0.41,0.81629,3260.88,2.022,12.93,14.35,1.109822119
XUNYIO,0.711,0.669905,2133.12,0.816,5.3,6.97,1.31509434
XUPCEQ,1.355,0.150985,60.11,0.077,1.16,4.64,4
XUPSIK,2.314,0.214207,2,0.068,1.63,4.13,2.533742331
XUPTUX,0.662,0.641559,2900.76,0.902,7.07,8.58,1.213578501
XUQHAT,1.716,0.193329,0.11,0.079,2.16,4.07,1.884259259
XUQHEX,1.769,0.192737,0.34,0.073,2.17,4.09,1.884792627
XUQMAX01,1.275,0.295617,70.99,0.214,2.72,4.63,1.702205882
XUQMAX,1.317,0.257067,7.13,0.131,2.68,4.21,1.570895522
XURNOO,0.461,0.828111,5304.65,1.745,8.09,9.6,1.186650185
XURXOY,1.438,0.095548,0.12,0.044,1.24,4.05,3.266129032
XUSDUL,1.018,0.438096,295.25,0.341,3.59,4.79,1.334261838
XUSLAZ,1.579,0.090653,40.25,0.04,1.19,4.76,4
XUSTOV,1.225,0.496929,691.69,0.332,4.46,5.64,1.264573991
XUSTUB,1.209,0.484659,669.07,0.328,4.46,5.64,1.264573991
XUSVAJ,1.269,0.488928,622.37,0.308,3.63,5.48,1.509641873
XUVHEB,1.076,0.50358,821.09,0.352,5.18,6.05,1.167953668
XUYGON,1.117,0.459713,153.33,0.346,3.01,4.92,1.634551495
XUYGUV,1.302,0.350277,73.65,0.219,2.1,4.49,2.138095238
XUYJEH,1.503,0.121419,4.31,0.072,1.99,4.25,2.135678392
XUYSOB,1.04,0.438492,201.85,0.369,2.72,4.44,1.632352941
XUYXAR,1.51,0.241464,0.08,0.117,3.5,4.04,1.154285714
XUZLIO,1.775,0.198402,2.41,0.082,1.5,4.24,2.826666667
XUZMUA,1.733,0.1237,16.78,0.045,1.6,4.51,2.81875
XUZNAH,1.34,0.23961,22.45,0.129,1.85,4.26,2.302702703
XUZTIX,1.044,0.181389,82.79,0.111,2.1,4.5,2.142857143
XUZVUL,1.895,0.169675,127.58,0.081,4.43,5.02,1.133182844
XUZWAS,1.859,0.170185,139.92,0.082,4.46,5.15,1.15470852
XUZYOH,0.981,0.23069,110.3,0.174,1.21,4.85,4.008264463
YABQEY,1.174,0.132171,34.05,0.078,1.22,4.88,4
YABQIC,1.124,0.198769,90.15,0.131,1.23,4.91,3.991869919
YABXUW,1.058,0.434381,537.02,0.332,3.77,5.51,1.461538462
YABYEG,1.09,0.396493,21.37,0.295,3.07,4.34,1.413680782
YACFAL,2.02,0.228299,23.74,0.103,1.96,4.52,2.306122449
YACNEY,3.257,0.149326,7.75,0.046,3.03,4.42,1.458745875
YACREB,1.643,0.306496,111.96,0.173,2.32,4.65,2.004310345
YACYUX,1.083,0.36148,44.91,0.249,2.9,4.38,1.510344828
YADNEW,2.046,0.319182,156.16,0.132,3.61,5.1,1.412742382
YADQAV,1.821,0.145368,9.58,0.055,1.58,4.47,2.829113924
YADREC,0.481,0.858427,4728.36,1.681,7.96,8.44,1.060301508
YADSOM,0.303,0.873289,5034.44,2.771,12.37,15.46,1.249797898
YADTAZ,1.351,0.287614,4.51,0.146,3.26,4.12,1.263803681
YADVIL,1.32,0.492402,1071.67,0.369,4.81,6.41,1.332640333
YAFBOZ,1.49,0.318481,456.83,0.193,4.54,6.23,1.372246696
YAFJUN,1.766,0.252277,138.66,0.145,3.23,5.27,1.631578947
YAGJIZ,1.078,0.322093,64.36,0.221,2.68,4.57,1.705223881
YAHPED,1.023,0.57347,926.78,0.443,3.46,6.52,1.884393064
YAJGOG,1.566,0.1023,32.75,0.054,1.08,4.34,4.018518519
YAJTOU,1.64,0.227472,18.8,0.104,1.12,4.47,3.991071429
YAKBOE,0.873,0.729616,1644.37,0.656,4.95,7.77,1.56969697
YAKDEV,1.281,0.224795,137.24,0.134,2.92,4.77,1.633561644
YAKJUR,1.95,0.339875,11.6,0.135,3.44,4.35,1.264534884
YAKLON,0.193,0.895886,10246.45,4.611,10.26,11.91,1.160818713
YAKMIH,0.657,0.619341,1968.13,0.877,9.81,10.93,1.114169215
YALMAB,1.735,0.396649,134.13,0.195,3.18,4.64,1.459119497
YAMKOP,0.961,0.454415,305.51,0.345,3.38,5.11,1.51183432
YAMLIK,1.108,0.439768,427.98,0.329,2.95,5.27,1.786440678
YAMNIM,1.025,0.394728,658.71,0.291,5.06,5.51,1.088932806
YAMNOS,1.256,0.227137,22.4,0.112,1.58,4.47,2.829113924
YAMXOC,0.916,0.804162,2300.29,0.72,5.35,6.06,1.13271028
YANBAR01,1.82,0.263884,71.09,0.146,3.05,4.46,1.462295082
YANBAR02,1.731,0.289374,146.72,0.17,3.19,4.82,1.510971787
YANBAR03,1.808,0.268502,81.06,0.15,3.2,4.53,1.415625
YAPKOQ,1.439,0.357289,8.24,0.208,3.12,4.16,1.333333333
YAPPAG,0.684,0.730296,3243.23,1.091,7.05,9.46,1.341843972
YAPROY,1.046,0.434519,734.22,0.317,5.91,6.97,1.179357022
YAQJAD,1.331,0.258325,3.31,0.165,2.43,4.15,1.70781893
YAQJOS,1.144,0.222727,33.19,0.126,1.74,4.4,2.528735632
YAQKEI,2.041,0.160443,0.2,0.061,3.39,4.09,1.206489676
YAQSEQ,1.249,0.379628,78.64,0.228,2.1,4.5,2.142857143
YAQZAT,2.583,0.241619,48.17,0.088,2.58,4.62,1.790697674
YAQZEX,3.027,0.31441,274.15,0.112,6.35,7.25,1.141732283
YARBUQ,1.248,0.210414,21.34,0.103,1.61,4.54,2.819875776
YARCOL,1.167,0.319555,25.97,0.199,3.11,4.27,1.372990354
YARDAY,0.634,0.663088,2296.46,0.936,8.89,10.06,1.131608549
YARDEC,1.039,0.448043,87.44,0.343,3.29,4.39,1.334346505
YARDIG,1.029,0.447821,81.58,0.348,3.32,4.31,1.298192771
YARGAC01,1.43,0.401261,250.73,0.245,3.42,5.58,1.631578947
YARGAC,1.372,0.419827,282.73,0.272,3.38,5.76,1.704142012
YARGEF,1.179,0.338553,249.96,0.218,3.14,5.13,1.633757962
YARGOQ01,1.699,0.272274,52.25,0.135,1.14,4.54,3.98245614
YARJUY,0.671,0.632332,2505.98,0.855,6.5,7.14,1.098461538
YARKAF,1.36,0.18763,14.43,0.096,2.93,4.43,1.511945392
YARKEJ,1.22,0.323606,52.67,0.203,3.69,4.79,1.298102981
YARMIQ,1.043,0.635902,1557.09,0.587,5.7,6.39,1.121052632
YARSAN,1.294,0.346148,227.76,0.185,3.2,4.84,1.5125
YARYOF,1.225,0.427867,117.62,0.403,3.15,4.6,1.46031746
YARZEZ,0.959,0.494013,973.07,0.563,4.2,5.45,1.297619048
YASKOT,1.056,0.444564,1469.99,0.412,5.32,5.74,1.078947368
YATBED,0.676,0.643799,2798.02,0.965,6.47,7.9,1.221020093
YATHOR01,1.458,0.308358,36.86,0.232,3.42,4.33,1.266081871
YATXUP,1.716,0.161354,11.7,0.076,1.59,4.51,2.836477987
YATYIC,1.317,0.234983,101.44,0.118,2.73,4.65,1.703296703
YAVMIS,1.409,0.260969,16.84,0.123,1.08,4.33,4.009259259
YAVVEX,1.068,0.29653,35.36,0.185,2.6,4.25,1.634615385
YAVVIB,0.593,0.716466,3267.57,1.083,7.27,8.4,1.155433287
YAVVOH,0.968,0.508619,774.06,0.421,4.31,5.83,1.352668213
YAVYAW01,1.582,0.061922,0.34,0.023,1.45,4.11,2.834482759
YAVYAW02,1.585,0.059377,0.1,0.022,1.26,4.11,3.261904762
YAVYAW,1.569,0.065433,0.72,0.023,1.27,4.15,3.267716535
YAWBAA01,1.577,0.220588,2.85,0.089,1.05,4.19,3.99047619
YAWBAA,1.578,0.214435,3.88,0.087,1.05,4.19,3.99047619
YAWFOS,1.388,0.388472,671.78,0.312,4.33,6.43,1.484988453
YAWKOX,1.38,0.371657,604.01,0.232,6.01,6.94,1.154742097
YAWMIT,1.189,0.478351,974.2,0.387,3.93,5.4,1.374045802
YAWQET,1.112,0.392953,835.16,0.316,3.98,7.51,1.886934673
YAWSUL,1.337,0.253685,39.97,0.157,2.81,4.4,1.565836299
YAWTAS,1.272,0.305475,453.59,0.198,5.24,6.19,1.18129771
YAXBOP,1.125,0.509619,857.51,0.388,5.56,5.89,1.059352518
YAXYAA,3.435,0.101105,3.09,0.028,3.06,4.33,1.41503268
YAYPOF,2.626,0.220174,50.62,0.079,3.5,4.95,1.414285714
YAYRAT,0.863,0.748492,2176.91,0.724,5.02,5.99,1.193227092
YAYRIC02,1.336,0.210431,222.56,0.119,4.07,5.85,1.437346437
YAYROI01,1.254,0.258827,49.72,0.158,2.95,4.46,1.511864407
YAZCEI,1.289,0.226207,21.61,0.106,2.36,4.46,1.889830508
YAZPEX,1.06,0.265347,167.88,0.196,3.32,5.42,1.63253012
YAZVUR,1.406,0.240723,3.49,0.144,1.94,4.15,2.139175258
YAZWOM,1.424,0.183234,4.3,0.082,3.67,4.16,1.133514986
YAZYAA,1.095,0.441792,1135.96,0.375,5.73,7.64,1.333333333
YEBFOB,0.825,0.590848,1513.33,0.654,10.56,11.47,1.086174242
YEBGIX,1.987,0.132531,70.51,0.047,1.47,5.89,4.006802721
YEBGOD,1.413,0.441459,354.69,0.263,3.54,5.55,1.56779661
YEBHET,1.932,0.286345,161.16,0.123,3.71,4.95,1.334231806
YEBNID,0.891,0.578379,1139.59,0.609,12.21,13.99,1.145782146
YEBPUR,0.933,0.604668,1325.72,0.578,6.47,7.47,1.154559505
YECBEP,0.66,0.718652,3022.78,0.991,6.9,8.13,1.17826087
YECFAN,1.039,0.495259,400.21,0.403,3.87,4.78,1.235142119
YECNIE,1.201,0.465098,719.79,0.3,5.09,8.31,1.632612967
YECSUV,1.369,0.284592,17.83,0.22,3.14,4.18,1.331210191
YECTOQ,1.185,0.321678,125.23,0.207,2.23,4.77,2.139013453
YECXOW,0.849,0.55576,978.01,0.618,14.89,15.58,1.046339825
YEFVOX,0.976,0.632801,1862.26,0.62,4.96,7.13,1.4375
YEFZER,1.468,0.29273,163.47,0.156,2.13,6.03,2.830985915
YEGLOO,1.247,0.082262,0.34,0.035,1.25,4.07,3.256
YEGMIJ,1.154,0.177295,180.78,0.106,3.09,5.27,1.705501618
YEGMUV,1.249,0.141372,108.97,0.102,1.97,5.58,2.83248731
YEGPUX,1.143,0.371871,278.29,0.274,2.77,5.22,1.884476534
YEGQUZ,1.317,0.222078,105.25,0.117,1.53,5,3.267973856
YEGSIN,0.768,0.619309,2533.43,0.805,6.23,9.42,1.512038523
YEGVOX,1.196,0.298777,302.21,0.207,1.62,5.81,3.586419753
YEGWAK,0.794,0.63713,2022.45,0.696,5.54,7.72,1.393501805
YEGYOZ,1.249,0.212759,6.04,0.137,1.94,4.16,2.144329897
YEHDAS,1.928,0.086928,29.22,0.039,1.15,4.59,3.991304348
YEJMAC01,0.383,0.81939,6638.9,2,7.75,9.35,1.206451613
YEJMAC02,0.374,0.822679,6771.18,2.057,7.85,9.47,1.206369427
YEJMAC,0.388,0.819701,6499.56,1.968,7.59,9.48,1.249011858
YEJPEJ,1.225,0.373123,156.9,0.225,3.93,4.45,1.132315522
YEJQEK,1.215,0.189785,59.77,0.116,1.92,4.86,2.53125
YEJYUJ,1.451,0.164393,14.52,0.088,1.84,4.25,2.309782609
YEKBAS,1.154,0.350779,195.28,0.231,2.04,5.15,2.524509804
YEKCUP,2.118,0.22316,154.19,0.102,3.92,5.72,1.459183673
YEKFUS,2.008,0.488901,483.49,0.247,4.11,6,1.459854015
YEKMOS01,1.231,0.431905,862.36,0.338,5.33,6.09,1.142589118
YEKNOT,1.372,0.122589,1.77,0.05,2.77,4.19,1.512635379
YEKQOW,1.274,0.488044,535.79,0.344,3.62,10.25,2.831491713
YELKOS,1.073,0.377844,381.86,0.304,3.77,4.89,1.297082228
YELTER,1.517,0.148102,49.94,0.062,1.25,4.99,3.992
YELVET,0.883,0.604563,1568.42,0.586,5.32,7.2,1.353383459
YELYOE,2.2,0.299014,66.41,0.107,3.47,5.25,1.5129683
YEMHII,1.27,0.446586,406.14,0.302,3.27,5.13,1.568807339
YEMMAF,1.444,0.382066,638.5,0.262,8.94,9.55,1.068232662
YEMWEV,0.927,0.415078,51.38,0.351,3.12,4.28,1.371794872
YEMWUL,0.749,0.588772,1264.21,0.682,3.64,5.83,1.601648352
YEMXAS,1.035,0.273606,147.57,0.187,1.87,4.74,2.534759358
YEMXEW,0.987,0.345981,107.78,0.266,3.41,4.68,1.372434018
YENROB,0.667,0.661189,2232.01,0.872,4.5,8.37,1.86
YENTIV,1.089,0.543162,1256.86,0.474,6,7,1.166666667
YENVET,1.17,0.276757,312.83,0.189,4.05,5.13,1.266666667
YEPFUV,1.244,0.359,198.24,0.212,3.21,4.85,1.510903427
YEPGAC,1.368,0.204452,2.77,0.104,1.81,4.18,2.309392265
YEPKOW,1.076,0.393512,181.82,0.279,3.18,4.99,1.56918239
YEPKUC,1.033,0.438337,372.31,0.329,4.42,5.46,1.235294118
YEPLAJ,1.237,0.266465,111.64,0.164,2.99,4.53,1.515050167
YEPSOC01,0.911,0.442604,593.37,0.388,2.78,5.25,1.888489209
YEPSOC02,0.888,0.463065,692.77,0.418,2.77,5.54,2
YEPSOC03,0.902,0.476025,1045.32,0.429,5.35,6.86,1.282242991
YEPSUI,0.443,0.729186,4087.1,1.561,9.33,10.2,1.093247588
YEQQUJ,1.206,0.399644,553.21,0.282,4.47,6.22,1.391498881
YEQWOH,1.296,0.404449,669.43,0.283,4.84,5.47,1.130165289
YERHOV,2.55,0.149423,23.11,0.051,1.21,4.85,4.008264463
YERLIT,1.136,0.471313,620.38,0.358,3.44,8.29,2.409883721
YERSEW,1.074,0.458827,916.59,0.392,4.51,6.19,1.372505543
YESFIO,1.19,0.388462,365.51,0.242,4.03,5.37,1.332506203
YESMER,1.141,0.544113,860.16,0.355,5.23,6.38,1.219885277
YESSUN,1.342,0.53838,816.03,0.333,4.87,8.82,1.811088296
YESTAU,1.327,0.541354,861.5,0.342,4.92,8.8,1.788617886
YETKIS,1.815,0.245997,74.51,0.093,2,5.06,2.53
YETKOY,1.843,0.24045,26.77,0.093,1.77,4.48,2.531073446
YETKUE,2.153,0.268765,45.23,0.094,2.47,4.42,1.789473684
YETPOD,1.296,0.190158,6.77,0.104,2.77,4.19,1.512635379
YETQIY,1.247,0.161956,34,0.091,1.32,4.31,3.265151515
YETRAR,1.323,0.18164,2.52,0.092,2.72,4.12,1.514705882
YETTIB,1.385,0.163261,51.47,0.106,2.23,4.47,2.004484305
YETXUR,1.164,0.415961,421.13,0.318,4.18,6.69,1.600478469
YEVHIT,1.534,0.051726,4.99,0.015,0.8,4.53,5.6625
YEVPIZ,1.219,0.433725,50.1,0.284,3.58,4.42,1.234636872
YEWGAL,1.292,0.441178,726.39,0.285,5.5,7.54,1.370909091
YEWGEP,1.484,0.32158,143.8,0.174,3.38,4.94,1.461538462
YEWGIT,1.719,0.165447,12.6,0.066,1.55,4.37,2.819354839
YEWTIG,1.571,0.095082,3.7,0.05,1.3,4.24,3.261538462
YEXDIR,1.398,0.385682,282.49,0.234,3.14,5.36,1.707006369
YEXKAO,1.037,0.497014,923.84,0.402,4.68,6.73,1.438034188
YEYBOV,1.503,0.165443,36.05,0.088,3.79,4.38,1.155672823
YEYCUC,0.554,0.768245,2862.66,1.282,5.06,17.25,3.409090909
YEYLUJ,1.243,0.324267,145.11,0.193,2.92,4.98,1.705479452
YEYRAY,1.208,0.618106,977.56,0.442,4.81,6.42,1.334719335
YEYVII,1.593,0.354587,302.99,0.189,3.22,6.65,2.065217391
YEYVOO,1.573,0.379241,387.68,0.198,4.53,7.55,1.666666667
YEYYUZ,1.357,0.237014,81.95,0.133,1.68,4.76,2.833333333
YEZDUD,0.752,0.678545,3256.97,1.005,6,7.69,1.281666667
YEZFAL,0.761,0.675743,3206.32,0.991,6.11,7.64,1.250409165
YEZFEP,0.753,0.678604,3249.29,1.004,6.02,7.62,1.265780731
YEZFIT,0.75,0.679874,3261.17,1.009,5.99,7.67,1.280467446
YEZFIU,1.158,0.463281,813.57,0.356,3.57,7.37,2.06442577
YEZFOZ,0.752,0.679326,3263.64,1.007,5.92,7.68,1.297297297
YEZGAL,1.395,0.439993,598.27,0.289,6.11,6.78,1.109656301
YEZJUL,1.409,0.673683,1022.32,0.398,6.69,7.49,1.119581465
YEZKAS,1.576,0.269505,100.2,0.178,2.72,4.64,1.705882353
YEZSEC01,1.816,0.199889,62.92,0.064,2.4,5.55,2.3125
YEZSEC,1.865,0.198488,58.51,0.061,2.19,5.54,2.529680365
YIBPAD,1.229,0.417961,405.05,0.318,3.28,4.95,1.509146341
YIBPEH,1.197,0.414768,399.23,0.323,3.44,4.86,1.412790698
YIBXOZ,1.926,0.230572,5.59,0.09,2.72,4.27,1.569852941
YIBYAM,1.132,0.359945,606.6,0.272,12.31,12.82,1.041429732
YIBYEQ,1.13,0.357055,608.15,0.271,12.37,12.75,1.030719483
YIBZOA,1.26,0.524379,140.49,0.308,3.16,4.47,1.414556962
YICCOF,1.183,0.453361,431.79,0.314,3.8,5.21,1.371052632
YICRIM,2.115,0.275535,101.09,0.097,2.65,5.29,1.996226415
YIDDUM,1.553,0.253953,251.65,0.131,4.05,5.56,1.372839506
YIDHUR,1.787,0.131142,28.2,0.059,1.35,4.4,3.259259259
YIDMOP,1.133,0.300178,57.27,0.219,3.18,4.65,1.462264151
YIDPIL,1.826,0.274384,108.73,0.123,2.22,5.14,2.315315315
YIDTUB,0.692,0.638396,3002.95,0.86,6.1,7.28,1.193442623
YIFMEI,1.422,0.241654,65.02,0.131,1.33,4.34,3.263157895
YIFMIM,1.499,0.079222,6.64,0.039,1.08,4.3,3.981481481
YIFPEL,0.95,0.471095,1020.36,0.424,7.52,9.02,1.199468085
YIFQUZ,1.363,0.189705,5.28,0.104,2.99,4.22,1.411371237
YIGQOU,1.358,0.209963,13.57,0.123,2.83,4.27,1.508833922
YIGZEU,1.205,0.23177,1.61,0.141,1.61,4.08,2.534161491
YIHKUW,1.128,0.165881,56.68,0.094,2.21,4.43,2.004524887
YIHLUY,1.464,0.207144,0.41,0.1,1.94,4.15,2.139175258
YIHQUC,0.939,0.313869,0.66,0.349,3.02,4.02,1.331125828
YIHYUL01,1.163,0.450615,16.32,0.317,3.35,4.24,1.265671642
YIHYUL,1.163,0.450615,16.32,0.317,3.35,4.24,1.265671642
YIHZAR,0.807,0.594764,1717.54,0.659,4.53,6.03,1.331125828
YIJMAI,1.331,0.240909,14.67,0.123,1.96,4.18,2.132653061
YIJMEM,1.357,0.20747,1.56,0.108,2.18,4.11,1.885321101
YIJROA,0.668,0.643469,3138.65,0.989,6.22,7.77,1.249196141
YIJTAP,1.195,0.266475,25.7,0.16,3.3,4.28,1.296969697
YIJYOI,1.525,0.151365,1.9,0.07,2.29,4.1,1.790393013
YIJZIC,0.734,0.734775,3083.77,1.01,6.85,9.4,1.372262774
YIKCUQ,1.25,0.137986,21.73,0.08,1.12,4.46,3.982142857
YIKSET,1.675,0.330244,120.63,0.18,2.41,5.15,2.136929461
YIKTET,0.946,0.554261,1019.7,0.474,3.61,6.63,1.836565097
YIKVIZ,1.173,0.345425,171.13,0.219,3.79,4.79,1.263852243
YILHOQ,1.574,0.13495,9.92,0.05,2.02,4.32,2.138613861
YILJUA,1.066,0.566405,908.7,0.442,3.89,6.23,1.601542416
YILNIQ,1.336,0.313694,90.36,0.222,3.47,4.62,1.331412104
YIMCEF,0.938,0.619773,1106.05,0.55,3.96,9.34,2.358585859
YINDOQ,1.505,0.143154,4.31,0.067,1.33,4.33,3.255639098
YINHEL,0.744,0.664993,1230.91,0.733,3.72,5.62,1.510752688
YINPEQ,0.667,0.769162,3148.87,1.119,7.92,9.35,1.180555556
YINPIW,1.051,0.300078,92.97,0.204,2.04,4.72,2.31372549
YINQAN,0.924,0.526386,1525.85,0.495,4.93,6.87,1.393509128
YINQOD,1.004,0.380676,175.7,0.303,2.91,4.96,1.704467354
YINQUJ,0.993,0.38582,170.5,0.311,3.06,4.8,1.568627451
YINSUL,1.111,0.462072,647.76,0.321,5.66,7.08,1.250883392
YINTIA,1.448,0.258452,102.05,0.137,2.36,4.71,1.995762712
YIPBOP,1.16,0.245971,131.85,0.152,1.5,4.9,3.266666667
YIPBUV,0.759,0.605057,1948.1,0.714,6.92,10.75,1.553468208
YIPDOR,0.468,0.770688,4985.42,1.521,6.91,8.15,1.179450072
YIPGUA,0.769,0.660629,2505.31,0.83,7.09,8.7,1.227080395
YIQLAO,1.256,0.07978,20.97,0.049,1.17,4.7,4.017094017
YIQLOB,1.488,0.246088,15.94,0.118,2.96,4.19,1.415540541
YIQLOC,1.18,0.321623,186.56,0.213,1.86,4.7,2.52688172
YIQLUH,1.388,0.304145,94.02,0.168,3.06,4.62,1.509803922
YIQNAO,1.088,0.333299,75.14,0.246,2.52,4.75,1.884920635
YIQRAT,1.411,0.152506,36.37,0.076,1.94,4.49,2.31443299
YISHOY,0.633,0.663423,2036.32,0.986,3.59,5.75,1.601671309
YISKOB,0.604,0.730619,2521.16,1.123,9.38,9.9,1.0554371
YISPUL,0.69,0.543766,1273.61,0.746,12.38,12.92,1.04361874
YISRIE,2.911,0.052165,1.35,0.013,1.05,4.21,4.00952381
YITGOA,1.112,0.44935,396.65,0.303,4.11,5.34,1.299270073
YITVEE,0.89,0.552104,1811.71,0.561,4.37,7.63,1.745995423
YITVIH,1.235,0.585048,1017.97,0.442,4.2,5.6,1.333333333
YITZEJ,2.911,0.276745,69.62,0.089,3.22,4.87,1.51242236
YIVSOM,1.592,0.141163,11.19,0.054,0.8,4.51,5.6375
YIVTUT,1.161,0.212965,133.43,0.139,3.09,4.68,1.514563107
YIVZIO,1.298,0.327504,459.44,0.215,4.19,5.59,1.334128878
YIWCUD,1.119,0.391533,284.77,0.261,2.42,4.83,1.995867769
YIWKEX,1.256,0.181095,6.06,0.103,2.15,4.31,2.004651163
YIWKIB,1.221,0.18507,9.14,0.1,1.47,4.15,2.823129252
YIWQOM,0.655,0.611776,2354.5,0.837,7.08,8.49,1.199152542
YIWRON,1.206,0.159316,80.43,0.107,1.15,4.62,4.017391304
YIWSAA,1.171,0.17105,113.17,0.119,2.35,4.44,1.889361702
YIXCAK,1.271,0.542889,1018.79,0.409,8.35,9.22,1.104191617
YIXFIW,1.465,0.37847,100.2,0.226,3.25,4.59,1.412307692
YIXGAP,1.154,0.222069,33.46,0.152,2.56,4.36,1.703125
YIXGIY,0.973,0.582686,875.69,0.514,4.06,5.42,1.334975369
YIXHAR,1.321,0.288882,0.25,0.153,2.24,4.01,1.790178571
YIXHUL,1.044,0.522808,275.22,0.424,3.63,4.84,1.333333333
YIXJAT,1.064,0.482926,144.85,0.386,3.48,4.65,1.336206897
YIXJEX,1.011,0.520653,376.17,0.44,3.85,4.75,1.233766234
YIXYIP,1.366,0.161414,50.69,0.098,1.41,4.61,3.269503546
YIXYUB,1.646,0.391548,436.51,0.182,7.26,7.83,1.078512397
YIXZAI,1.658,0.384204,439.04,0.175,7.11,7.74,1.088607595
YIYGOC,1.21,0.267677,59.8,0.16,1.71,4.33,2.532163743
YIYGUI,1.209,0.278574,82.07,0.157,1.77,4.48,2.531073446
YIZBAL,1.368,0.175346,23.15,0.063,1.9,4.38,2.305263158
YIZNUR,1.326,0.235006,11.64,0.12,1.79,4.52,2.525139665
YOBRUC,1.117,0.273363,91.29,0.209,1.68,4.24,2.523809524
YOBYAR,0.81,0.627927,1677.05,0.682,5.93,9.21,1.55311973
YOCCIE,1.672,0.224642,68.42,0.088,0.97,5.5,5.670103093
YOCFIH,1.597,0.507372,684.59,0.286,4.37,6.08,1.391304348
YOCHEF,3.411,0.151729,27.96,0.038,2.44,5.22,2.139344262
YOCJAE,1.196,0.301316,90.27,0.166,2.85,4.86,1.705263158
YOCPEL,1.08,0.315717,340.28,0.216,2.19,5.05,2.305936073
YOCPEO,2.093,0.215778,28.11,0.084,3.28,4.37,1.332317073
YOCSEQ,2.2,0.261748,47.32,0.104,3.27,4.78,1.4617737
YOCWIY,1.273,0.110882,0.78,0.048,1.43,4.05,2.832167832
YODBOJ01,1.309,0.289543,123.04,0.172,1.48,4.82,3.256756757
YODBOJ,1.296,0.287637,122.15,0.171,1.69,4.78,2.828402367
YODJEI,0.782,0.729542,2431.75,0.89,7.45,11.8,1.583892617
YODKAG,0.743,0.817958,2987.55,0.935,6,8.11,1.351666667
YODYUM,1.315,0.219704,158.58,0.139,3.84,4.74,1.234375
YODZAT,0.896,0.490043,1001.85,0.474,5,6.11,1.222
YODZEX,1.188,0.430773,78.62,0.301,2.91,4.4,1.512027491
YOFFUW,1.029,0.678598,2327.66,0.671,4.99,7.06,1.414829659
YOFGAD,2.089,0.270222,1.61,0.123,2.07,4.14,2
YOFGEH,1.734,0.434513,393.88,0.25,4.23,5.99,1.41607565
YOFRIV,1.22,0.305664,10.75,0.169,3.38,4.17,1.233727811
YOFXAV,1.341,0.181091,6.52,0.048,1.96,4.19,2.137755102
YOFXEY,1.167,0.34005,49.76,0.187,3.33,5.04,1.513513514
YOFXIC,1.177,0.323732,18.05,0.175,3.47,4.76,1.371757925
YOGGEI,1.054,0.479341,507.24,0.4,3.47,5.44,1.567723343
YOGLOX,0.63,0.745711,2247.7,1.131,15.17,15.54,1.024390244
YOGPEQ,0.817,0.563157,2045.06,0.644,7.22,8.01,1.109418283
YOGPOA,0.719,0.608036,1854.03,0.735,4.67,6.93,1.483940043
YOHKOX01,0.681,0.593752,1983.45,0.769,4.76,5.28,1.109243697
YOHMEP,2.784,0.105066,8.38,0.034,1.72,4.34,2.523255814
YOHMIT,2.776,0.098324,0.75,0.033,1.64,4.14,2.524390244
YOJQUK,1.612,0.106828,6.78,0.037,1.15,4.62,4.017391304
YOKJAL,0.839,0.582903,345.95,0.594,3.62,4.83,1.334254144
