Refcode,Year,MOF Density (g/cm3),Helium Void Fraction (-),Surface Area (m2/g),Free Volume (cm3/g),Pore Limiting Diameter (A),Large Cavity Diameter (A),Ratio LCD/PLD (-),Porosity,Density (g/cm3),Helium void fraction (-),Surface area (m2/g),Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),LCD/PLD (-)
QEMZUG,2018,1.821,0.295,123.970,0.183,3.900,4.600,1.179,1D,[1.8-2.0),[0.2-0.3),[100-150),[0.1-0.2),[3.8-4.0),[4.6-4.8),[1.1-1.2)
GIJBUZ,2018,1.607,0.480,370.150,0.262,3.900,6.510,1.669,1D,[1.6-1.8),[0.4-0.5),[300-400),[0.2-0.3),[3.8-4.0),[6.5-7.0),[1.6-1.8)
VIBQOP,2018,0.922,0.516,728.580,0.464,3.900,5.060,1.297,2D,[0.8-1.0),[0.5-0.6),[600-800),[0.4-0.5),[3.8-4.0),[5.0-5.3),[1.2-1.3)
SESHEG,2018,1.184,0.301,257.790,0.192,3.910,4.720,1.207,1D,[1.1-1.2),[0.3-0.4),[200-300),[0.1-0.2),[3.8-4.0),[4.6-4.8),[1.2-1.3)
YESFIO,2018,1.190,0.388,365.510,0.242,3.910,5.370,1.373,1D,[1.1-1.2),[0.3-0.4),[300-400),[0.2-0.3),[3.8-4.0),[5.3-5.6),[1.3-1.4)
REWJOV,2018,0.764,0.555,1405.590,0.624,3.920,5.080,1.296,1D,[0.6-0.8),[0.5-0.6),[1250-1500),[0.6-0.8),[3.8-4.0),[5.0-5.3),[1.2-1.3)
IFIQOG,2018,2.084,0.403,197.440,0.182,3.920,5.080,1.296,2D,[2.0-7.0],[0.4-0.5),[150-200),[0.1-0.2),[3.8-4.0),[5.0-5.3),[1.2-1.3)
SEWXEA,2018,1.180,0.439,462.880,0.343,3.920,4.960,1.265,1D,[1.1-1.2),[0.4-0.5),[400-500),[0.3-0.4),[3.8-4.0),[4.8-5.0),[1.2-1.3)
FIQNUR,2018,1.403,0.228,100.410,0.126,3.930,4.450,1.132,1D,[1.4-1.5),[0.2-0.3),[100-150),[0.1-0.2),[3.8-4.0),[4.4-4.5),[1.1-1.2)
PETGON,2018,1.453,0.211,63.810,0.110,3.930,4.640,1.181,1D,[1.4-1.5),[0.2-0.3),[50-100),[0.1-0.2),[3.8-4.0),[4.6-4.8),[1.1-1.2)
HERMEZ01,2018,1.344,0.488,603.320,0.316,3.930,5.560,1.415,1D,[1.3-1.4),[0.4-0.5),[600-800),[0.3-0.4),[3.8-4.0),[5.3-5.6),[1.4-1.5)
OFOCIY,2018,1.349,0.466,340.020,0.272,3.940,5.120,1.299,1D,[1.3-1.4),[0.4-0.5),[300-400),[0.2-0.3),[3.8-4.0),[5.0-5.3),[1.2-1.3)
MIFGEQ,2018,1.070,0.482,588.280,0.360,3.940,5.670,1.439,1D,[1.0-1.1),[0.4-0.5),[500-600),[0.3-0.4),[3.8-4.0),[5.6-6.0),[1.4-1.5)
MINCOE,2018,0.659,0.631,1937.390,0.865,3.950,7.260,1.838,2D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.8-1.0),[3.8-4.0),[7.0-8.0),[1.8-2.0)
YIMCEF,2018,0.938,0.620,1106.050,0.550,3.960,9.340,2.359,3D,[0.8-1.0),[0.6-0.7),[1000-1250),[0.5-0.6),[3.8-4.0),[8.0-10.0),[2.0-2.5)
KEXYUK,2018,1.020,0.316,232.230,0.253,3.960,5.600,1.414,1D,[1.0-1.1),[0.3-0.4),[200-300),[0.2-0.3),[3.8-4.0),[5.6-6.0),[1.4-1.5)
GILHOB,2018,1.701,0.447,317.140,0.220,3.960,6.340,1.601,1D,[1.6-1.8),[0.4-0.5),[300-400),[0.2-0.3),[3.8-4.0),[6.0-6.5),[1.6-1.8)
HERMEZ02,2018,1.323,0.488,624.110,0.319,3.960,5.600,1.414,1D,[1.3-1.4),[0.4-0.5),[600-800),[0.3-0.4),[3.8-4.0),[5.6-6.0),[1.4-1.5)
JIJNAU,2018,1.138,0.521,964.680,0.378,3.970,6.630,1.670,1D,[1.1-1.2),[0.5-0.6),[800-1000),[0.3-0.4),[3.8-4.0),[6.5-7.0),[1.6-1.8)
VINMOX,2018,0.967,0.522,908.020,0.581,3.970,5.610,1.413,1D,[0.8-1.0),[0.5-0.6),[800-1000),[0.5-0.6),[3.8-4.0),[5.6-6.0),[1.4-1.5)
JIJPAW,2018,2.348,0.239,147.990,0.095,3.980,4.910,1.234,1D,[2.0-7.0],[0.2-0.3),[100-150),[0.0-0.1),[3.8-4.0),[4.8-5.0),[1.2-1.3)
MERFEX,2018,1.815,0.137,42.350,0.056,3.990,4.610,1.155,1D,[1.8-2.0),[0.1-0.2),[0-50),[0.0-0.1),[3.8-4.0),[4.6-4.8),[1.1-1.2)
BISPAX,2018,0.869,0.603,1771.860,0.589,3.990,5.470,1.371,3D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.5-0.6),[3.8-4.0),[5.3-5.6),[1.3-1.4)
KIHTED,2018,1.407,0.392,270.880,0.213,3.990,4.920,1.233,1D,[1.4-1.5),[0.3-0.4),[200-300),[0.2-0.3),[3.8-4.0),[4.8-5.0),[1.2-1.3)
AFIKEI,2018,1.025,0.493,708.620,0.431,3.990,5.930,1.486,1D,[1.0-1.1),[0.4-0.5),[600-800),[0.4-0.5),[3.8-4.0),[5.6-6.0),[1.4-1.5)
ZEVDIQ,2018,1.053,0.589,870.020,0.524,3.990,6.260,1.569,1D,[1.0-1.1),[0.5-0.6),[800-1000),[0.5-0.6),[3.8-4.0),[6.0-6.5),[1.5-1.6)
WISXAA,2018,1.658,0.444,347.080,0.270,4.000,5.060,1.265,1D,[1.6-1.8),[0.4-0.5),[300-400),[0.2-0.3),[4.0-4.5),[5.0-5.3),[1.2-1.3)
RIQCUS,2018,1.251,0.396,504.200,0.264,4.000,5.940,1.485,1D,[1.2-1.3),[0.3-0.4),[500-600),[0.2-0.3),[4.0-4.5),[5.6-6.0),[1.4-1.5)
ZEVDOW,2018,0.865,0.600,1116.940,0.644,4.020,6.190,1.540,1D,[0.8-1.0),[0.5-0.6),[1000-1250),[0.6-0.8),[4.0-4.5),[6.0-6.5),[1.5-1.6)
DIFHOS,2018,1.466,0.270,237.810,0.150,4.020,5.090,1.266,1D,[1.4-1.5),[0.2-0.3),[200-300),[0.1-0.2),[4.0-4.5),[5.0-5.3),[1.2-1.3)
NINJAY,2018,0.875,0.593,1385.080,0.578,4.030,6.880,1.707,2D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[4.0-4.5),[6.5-7.0),[1.6-1.8)
BIMDEJ,2018,1.124,0.336,429.830,0.227,4.030,5.530,1.372,1D,[1.1-1.2),[0.3-0.4),[400-500),[0.2-0.3),[4.0-4.5),[5.3-5.6),[1.3-1.4)
WINCAA01,2018,1.169,0.377,541.790,0.253,4.040,5.380,1.332,1D,[1.1-1.2),[0.3-0.4),[500-600),[0.2-0.3),[4.0-4.5),[5.3-5.6),[1.3-1.4)
AFIKAE,2018,1.009,0.500,757.840,0.462,4.050,5.910,1.459,1D,[1.0-1.1),[0.4-0.5),[600-800),[0.4-0.5),[4.0-4.5),[5.6-6.0),[1.4-1.5)
KETYEQ01,2018,0.706,0.611,1608.500,0.834,4.070,5.660,1.391,1D,[0.6-0.8),[0.6-0.7),[1500-2000),[0.8-1.0),[4.0-4.5),[5.6-6.0),[1.3-1.4)
SETQEQ,2018,1.322,0.407,336.470,0.244,4.070,5.280,1.297,2D,[1.3-1.4),[0.4-0.5),[300-400),[0.2-0.3),[4.0-4.5),[5.0-5.3),[1.2-1.3)
JIJTOO,2018,1.179,0.505,676.510,0.365,4.070,6.150,1.511,1D,[1.1-1.2),[0.5-0.6),[600-800),[0.3-0.4),[4.0-4.5),[6.0-6.5),[1.5-1.6)
HERMEZ04,2018,1.275,0.490,829.610,0.341,4.080,5.680,1.392,1D,[1.2-1.3),[0.4-0.5),[800-1000),[0.3-0.4),[4.0-4.5),[5.6-6.0),[1.3-1.4)
SERCEA,2018,0.963,0.588,881.310,0.475,4.080,5.300,1.299,1D,[0.8-1.0),[0.5-0.6),[800-1000),[0.4-0.5),[4.0-4.5),[5.3-5.6),[1.2-1.3)
NINHUQ,2018,0.917,0.594,1338.460,0.553,4.090,6.820,1.667,2D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[4.0-4.5),[6.5-7.0),[1.6-1.8)
DITJEY,2018,1.149,0.512,560.590,0.311,4.090,6.070,1.484,1D,[1.1-1.2),[0.5-0.6),[500-600),[0.3-0.4),[4.0-4.5),[6.0-6.5),[1.4-1.5)
PEQVEP,2018,0.908,0.584,732.980,0.628,4.090,5.610,1.372,1D,[0.8-1.0),[0.5-0.6),[600-800),[0.6-0.8),[4.0-4.5),[5.6-6.0),[1.3-1.4)
HERMEZ03,2018,1.302,0.489,708.300,0.329,4.100,5.630,1.373,1D,[1.3-1.4),[0.4-0.5),[600-800),[0.3-0.4),[4.0-4.5),[5.6-6.0),[1.3-1.4)
VEXPAS,2018,1.079,0.485,737.820,0.349,4.120,5.920,1.437,1D,[1.0-1.1),[0.4-0.5),[600-800),[0.3-0.4),[4.0-4.5),[5.6-6.0),[1.4-1.5)
CEVFAN,2018,1.178,0.297,313.630,0.192,4.130,5.510,1.334,1D,[1.1-1.2),[0.2-0.3),[300-400),[0.1-0.2),[4.0-4.5),[5.3-5.6),[1.3-1.4)
PIZNIY,2018,1.208,0.467,603.130,0.359,4.130,5.760,1.395,1D,[1.2-1.3),[0.4-0.5),[600-800),[0.3-0.4),[4.0-4.5),[5.6-6.0),[1.3-1.4)
CESMIZ,2018,1.141,0.281,382.030,0.194,4.140,5.370,1.297,1D,[1.1-1.2),[0.2-0.3),[300-400),[0.1-0.2),[4.0-4.5),[5.3-5.6),[1.2-1.3)
HESMOK,2018,0.814,0.634,1374.380,0.739,4.160,5.890,1.416,1D,[0.8-1.0),[0.6-0.7),[1250-1500),[0.6-0.8),[4.0-4.5),[5.6-6.0),[1.4-1.5)
RIFQEF,2018,3.176,0.318,216.310,0.116,4.170,7.450,1.787,1D,[2.0-7.0],[0.3-0.4),[200-300),[0.1-0.2),[4.0-4.5),[7.0-8.0),[1.6-1.8)
SINSUG,2018,1.322,0.235,214.660,0.137,4.180,5.040,1.206,1D,[1.3-1.4),[0.2-0.3),[200-300),[0.1-0.2),[4.0-4.5),[5.0-5.3),[1.2-1.3)
HESCUG,2018,3.534,0.205,96.530,0.063,4.190,6.990,1.668,1D,[2.0-7.0],[0.2-0.3),[50-100),[0.0-0.1),[4.0-4.5),[6.5-7.0),[1.6-1.8)
FIDFEG,2018,1.223,0.260,216.240,0.132,4.200,4.850,1.155,1D,[1.2-1.3),[0.2-0.3),[200-300),[0.1-0.2),[4.0-4.5),[4.8-5.0),[1.1-1.2)
AFIWAQ,2018,1.392,0.208,154.480,0.119,4.210,5.610,1.333,1D,[1.3-1.4),[0.2-0.3),[150-200),[0.1-0.2),[4.0-4.5),[5.6-6.0),[1.3-1.4)
SEZHAJ,2018,0.745,0.626,2111.450,0.758,4.220,4.980,1.180,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[4.0-4.5),[4.8-5.0),[1.1-1.2)
QERKIK,2018,1.265,0.275,323.640,0.181,4.230,5.890,1.392,1D,[1.2-1.3),[0.2-0.3),[300-400),[0.1-0.2),[4.0-4.5),[5.6-6.0),[1.3-1.4)
DIGFIL,2018,1.022,0.546,892.250,0.437,4.240,6.000,1.415,2D,[1.0-1.1),[0.5-0.6),[800-1000),[0.4-0.5),[4.0-4.5),[6.0-6.5),[1.4-1.5)
UFUROF,2018,1.057,0.306,293.910,0.212,4.260,4.560,1.070,1D,[1.0-1.1),[0.3-0.4),[200-300),[0.2-0.3),[4.0-4.5),[4.5-4.6),[1.0-1.1)
WINBED,2018,1.210,0.359,475.150,0.212,4.280,5.420,1.266,1D,[1.2-1.3),[0.3-0.4),[400-500),[0.2-0.3),[4.0-4.5),[5.3-5.6),[1.2-1.3)
SETHEH,2018,1.900,0.363,512.450,0.193,4.300,6.880,1.600,1D,[1.8-2.0),[0.3-0.4),[500-600),[0.1-0.2),[4.0-4.5),[6.5-7.0),[1.6-1.8)
NIBLES,2018,1.348,0.453,639.600,0.296,4.320,5.330,1.234,1D,[1.3-1.4),[0.4-0.5),[600-800),[0.2-0.3),[4.0-4.5),[5.3-5.6),[1.2-1.3)
SEFPEZ02,2018,0.536,0.739,4939.800,1.362,4.330,7.080,1.635,2D,[0.0-0.6),[0.7-0.8),[3000-10250],[1.0-1.5),[4.0-4.5),[7.0-8.0),[1.6-1.8)
MIQVEQ,2018,1.047,0.512,757.770,0.382,4.340,7.580,1.747,2D,[1.0-1.1),[0.5-0.6),[600-800),[0.3-0.4),[4.0-4.5),[7.0-8.0),[1.6-1.8)
QICQEB,2018,0.988,0.492,723.780,0.387,4.340,7.080,1.631,1D,[0.8-1.0),[0.4-0.5),[600-800),[0.3-0.4),[4.0-4.5),[7.0-8.0),[1.6-1.8)
ZIQDUB,2018,1.215,0.256,234.130,0.154,4.350,5.250,1.207,1D,[1.2-1.3),[0.2-0.3),[200-300),[0.1-0.2),[4.0-4.5),[5.0-5.3),[1.2-1.3)
NIQSEO,2018,1.053,0.570,1218.420,0.448,4.370,6.090,1.394,1D,[1.0-1.1),[0.5-0.6),[1000-1250),[0.4-0.5),[4.0-4.5),[6.0-6.5),[1.3-1.4)
WIMZEA,2018,1.161,0.389,641.510,0.260,4.370,5.830,1.334,1D,[1.1-1.2),[0.3-0.4),[600-800),[0.2-0.3),[4.0-4.5),[5.6-6.0),[1.3-1.4)
QESFIG,2018,1.065,0.454,803.190,0.356,4.370,6.600,1.510,1D,[1.0-1.1),[0.4-0.5),[800-1000),[0.3-0.4),[4.0-4.5),[6.5-7.0),[1.5-1.6)
SEVBON,2018,0.837,0.641,1248.660,0.658,4.420,7.370,1.667,1D,[0.8-1.0),[0.6-0.7),[1000-1250),[0.6-0.8),[4.0-4.5),[7.0-8.0),[1.6-1.8)
YEPKUC,2018,1.033,0.438,372.310,0.329,4.420,5.460,1.235,1D,[1.0-1.1),[0.4-0.5),[300-400),[0.3-0.4),[4.0-4.5),[5.3-5.6),[1.2-1.3)
AGETUE,2018,1.101,0.582,954.380,0.548,4.440,5.760,1.297,1D,[1.1-1.2),[0.5-0.6),[800-1000),[0.5-0.6),[4.0-4.5),[5.6-6.0),[1.2-1.3)
WETSIA,2018,0.695,0.638,2458.830,0.846,4.460,5.380,1.206,2D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[4.0-4.5),[5.3-5.6),[1.2-1.3)
YEQQUJ,2018,1.206,0.400,553.210,0.282,4.470,6.220,1.391,1D,[1.2-1.3),[0.3-0.4),[500-600),[0.2-0.3),[4.0-4.5),[6.0-6.5),[1.3-1.4)
RIJYIV,2018,1.186,0.570,935.480,0.435,4.470,5.170,1.157,2D,[1.1-1.2),[0.5-0.6),[800-1000),[0.4-0.5),[4.0-4.5),[5.0-5.3),[1.1-1.2)
PIWVID,2018,1.800,0.420,345.060,0.220,4.480,5.400,1.205,1D,[1.8-2.0),[0.4-0.5),[300-400),[0.2-0.3),[4.0-4.5),[5.3-5.6),[1.2-1.3)
WEVZIJ,2018,1.130,0.411,519.040,0.293,4.480,5.280,1.179,1D,[1.1-1.2),[0.4-0.5),[500-600),[0.2-0.3),[4.0-4.5),[5.0-5.3),[1.1-1.2)
YENROB,2018,0.667,0.661,2232.010,0.872,4.500,8.370,1.860,2D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[4.5-5.0),[8.0-10.0),[1.8-2.0)
XINNAM,2018,1.311,0.309,314.070,0.174,4.500,6.170,1.371,1D,[1.3-1.4),[0.3-0.4),[300-400),[0.1-0.2),[4.5-5.0),[6.0-6.5),[1.3-1.4)
XINMOZ,2018,1.297,0.318,338.940,0.182,4.510,6.280,1.392,1D,[1.2-1.3),[0.3-0.4),[300-400),[0.1-0.2),[4.5-5.0),[6.0-6.5),[1.3-1.4)
YERSEW,2018,1.074,0.459,916.590,0.392,4.510,6.190,1.373,1D,[1.0-1.1),[0.4-0.5),[800-1000),[0.3-0.4),[4.5-5.0),[6.0-6.5),[1.3-1.4)
GIFKUC01,2018,1.302,0.507,592.030,0.297,4.520,5.580,1.235,1D,[1.3-1.4),[0.5-0.6),[500-600),[0.2-0.3),[4.5-5.0),[5.3-5.6),[1.2-1.3)
VIBMOL,2018,1.279,0.410,686.410,0.274,4.530,8.100,1.788,2D,[1.2-1.3),[0.4-0.5),[600-800),[0.2-0.3),[4.5-5.0),[8.0-10.0),[1.6-1.8)
HERNEA,2018,1.354,0.484,669.090,0.307,4.540,5.360,1.181,2D,[1.3-1.4),[0.4-0.5),[600-800),[0.3-0.4),[4.5-5.0),[5.3-5.6),[1.1-1.2)
WIMYEZ,2018,1.153,0.387,637.850,0.264,4.550,5.690,1.251,1D,[1.1-1.2),[0.3-0.4),[600-800),[0.2-0.3),[4.5-5.0),[5.6-6.0),[1.2-1.3)
KETYEQ,2018,0.715,0.631,2219.380,0.840,4.560,5.690,1.248,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.8-1.0),[4.5-5.0),[5.6-6.0),[1.2-1.3)
WEXWEE,2018,0.892,0.561,1468.840,0.512,4.590,7.660,1.669,3D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[4.5-5.0),[7.0-8.0),[1.6-1.8)
GIDRET,2018,2.439,0.277,255.690,0.105,4.590,5.810,1.266,1D,[2.0-7.0],[0.2-0.3),[200-300),[0.1-0.2),[4.5-5.0),[5.6-6.0),[1.2-1.3)
PIYFEL,2018,1.459,0.315,393.180,0.168,4.590,6.200,1.351,1D,[1.4-1.5),[0.3-0.4),[300-400),[0.1-0.2),[4.5-5.0),[6.0-6.5),[1.3-1.4)
WEXWAA,2018,0.894,0.559,1462.690,0.505,4.610,7.690,1.668,3D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[4.5-5.0),[7.0-8.0),[1.6-1.8)
AFUWEG,2018,1.030,0.519,1034.730,0.441,4.620,5.840,1.264,1D,[1.0-1.1),[0.5-0.6),[1000-1250),[0.4-0.5),[4.5-5.0),[5.6-6.0),[1.2-1.3)
QESPOW,2018,1.831,0.408,449.300,0.225,4.620,5.580,1.208,1D,[1.8-2.0),[0.4-0.5),[400-500),[0.2-0.3),[4.5-5.0),[5.3-5.6),[1.2-1.3)
DINSEB01,2018,0.901,0.548,1479.170,0.643,4.640,6.270,1.351,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.6-0.8),[4.5-5.0),[6.0-6.5),[1.3-1.4)
HERNEA01,2018,1.307,0.490,758.850,0.328,4.690,5.530,1.179,2D,[1.3-1.4),[0.4-0.5),[600-800),[0.3-0.4),[4.5-5.0),[5.3-5.6),[1.1-1.2)
QESPEM,2018,1.793,0.408,458.990,0.230,4.740,5.590,1.179,1D,[1.6-1.8),[0.4-0.5),[400-500),[0.2-0.3),[4.5-5.0),[5.3-5.6),[1.1-1.2)
SIJJED,2018,1.272,0.273,506.370,0.182,4.740,6.310,1.331,1D,[1.2-1.3),[0.2-0.3),[500-600),[0.1-0.2),[4.5-5.0),[6.0-6.5),[1.3-1.4)
ZINYUT,2018,0.942,0.575,983.280,0.473,4.740,7.040,1.485,2D,[0.8-1.0),[0.5-0.6),[800-1000),[0.4-0.5),[4.5-5.0),[7.0-8.0),[1.4-1.5)
CITJOH,2018,1.878,0.308,623.570,0.157,4.750,5.670,1.194,1D,[1.8-2.0),[0.3-0.4),[600-800),[0.1-0.2),[4.5-5.0),[5.6-6.0),[1.1-1.2)
SIQPIU,2018,0.807,0.710,2612.530,0.857,4.810,7.700,1.601,1D,[0.8-1.0),[0.7-0.8),[2000-3000),[0.8-1.0),[4.5-5.0),[7.0-8.0),[1.6-1.8)
YEYRAY,2018,1.208,0.618,977.560,0.442,4.810,6.420,1.335,1D,[1.2-1.3),[0.6-0.7),[800-1000),[0.4-0.5),[4.5-5.0),[6.0-6.5),[1.3-1.4)
HERNEA02,2018,1.264,0.492,847.770,0.344,4.820,5.680,1.178,2D,[1.2-1.3),[0.4-0.5),[800-1000),[0.3-0.4),[4.5-5.0),[5.6-6.0),[1.1-1.2)
TEVVIC,2018,1.083,0.464,605.550,0.294,4.840,5.370,1.110,1D,[1.0-1.1),[0.4-0.5),[600-800),[0.2-0.3),[4.5-5.0),[5.3-5.6),[1.1-1.2)
WIMYUP,2018,1.118,0.412,703.070,0.289,4.860,5.730,1.179,1D,[1.1-1.2),[0.4-0.5),[600-800),[0.2-0.3),[4.5-5.0),[5.6-6.0),[1.1-1.2)
YESSUN,2018,1.342,0.538,816.030,0.333,4.870,8.820,1.811,1D,[1.3-1.4),[0.5-0.6),[800-1000),[0.3-0.4),[4.5-5.0),[8.0-10.0),[1.8-2.0)
PIZPEW,2018,1.448,0.525,942.600,0.350,4.880,7.120,1.459,2D,[1.4-1.5),[0.5-0.6),[800-1000),[0.3-0.4),[4.5-5.0),[7.0-8.0),[1.4-1.5)
DIJYIH,2018,1.183,0.592,1000.330,0.403,4.890,6.030,1.233,1D,[1.1-1.2),[0.5-0.6),[1000-1250),[0.4-0.5),[4.5-5.0),[6.0-6.5),[1.2-1.3)
MINDOF,2018,1.012,0.554,1010.520,0.426,4.890,5.650,1.155,1D,[1.0-1.1),[0.5-0.6),[1000-1250),[0.4-0.5),[4.5-5.0),[5.6-6.0),[1.1-1.2)
PIMKII,2018,1.021,0.506,868.710,0.422,4.910,6.550,1.334,1D,[1.0-1.1),[0.5-0.6),[800-1000),[0.4-0.5),[4.5-5.0),[6.5-7.0),[1.3-1.4)
YESTAU,2018,1.327,0.541,861.500,0.342,4.920,8.800,1.789,2D,[1.3-1.4),[0.5-0.6),[800-1000),[0.3-0.4),[4.5-5.0),[8.0-10.0),[1.6-1.8)
BEWSOO,2018,1.119,0.377,629.240,0.268,4.970,6.290,1.266,3D,[1.1-1.2),[0.3-0.4),[600-800),[0.2-0.3),[4.5-5.0),[6.0-6.5),[1.2-1.3)
SEZSAU,2018,1.002,0.525,1178.710,0.457,5.010,6.970,1.391,2D,[1.0-1.1),[0.5-0.6),[1000-1250),[0.4-0.5),[5.0-6.0),[6.5-7.0),[1.3-1.4)
ZIWLAV,2018,1.278,0.447,708.520,0.305,5.020,6.430,1.281,1D,[1.2-1.3),[0.4-0.5),[600-800),[0.3-0.4),[5.0-6.0),[6.0-6.5),[1.2-1.3)
ODOWEM,2018,0.814,0.626,1392.090,0.685,5.030,7.110,1.414,1D,[0.8-1.0),[0.6-0.7),[1250-1500),[0.6-0.8),[5.0-6.0),[7.0-8.0),[1.4-1.5)
VETBOO,2018,1.249,0.296,380.750,0.166,5.030,7.000,1.392,1D,[1.2-1.3),[0.2-0.3),[300-400),[0.1-0.2),[5.0-6.0),[7.0-8.0),[1.3-1.4)
KIPQOS,2018,0.868,0.603,2291.980,0.616,5.040,5.820,1.155,1D,[0.8-1.0),[0.6-0.7),[2000-3000),[0.6-0.8),[5.0-6.0),[5.6-6.0),[1.1-1.2)
DIFHUY,2018,1.421,0.322,454.440,0.191,5.040,5.940,1.179,1D,[1.4-1.5),[0.3-0.4),[400-500),[0.1-0.2),[5.0-6.0),[5.6-6.0),[1.1-1.2)
MAQRAA01,2018,1.295,0.498,756.610,0.322,5.060,5.970,1.180,1D,[1.2-1.3),[0.4-0.5),[600-800),[0.3-0.4),[5.0-6.0),[5.6-6.0),[1.1-1.2)
ZIKGIM,2018,0.974,0.571,1129.240,0.496,5.080,6.270,1.234,1D,[0.8-1.0),[0.5-0.6),[1000-1250),[0.4-0.5),[5.0-6.0),[6.0-6.5),[1.2-1.3)
BIMWAY,2018,1.761,0.182,211.190,0.092,5.090,6.140,1.206,1D,[1.6-1.8),[0.1-0.2),[200-300),[0.0-0.1),[5.0-6.0),[6.0-6.5),[1.2-1.3)
DEXYEN,2018,0.901,0.637,2373.800,0.657,5.130,6.330,1.234,2D,[0.8-1.0),[0.6-0.7),[2000-3000),[0.6-0.8),[5.0-6.0),[6.0-6.5),[1.2-1.3)
UFIBET,2018,0.949,0.574,1412.700,0.536,5.170,6.710,1.298,1D,[0.8-1.0),[0.5-0.6),[1250-1500),[0.5-0.6),[5.0-6.0),[6.5-7.0),[1.2-1.3)
FIJNIY,2018,2.802,0.286,229.670,0.093,5.170,6.300,1.219,1D,[2.0-7.0],[0.2-0.3),[200-300),[0.0-0.1),[5.0-6.0),[6.0-6.5),[1.2-1.3)
AGEDIC,2018,1.309,0.550,716.620,0.332,5.190,5.540,1.067,1D,[1.3-1.4),[0.5-0.6),[600-800),[0.3-0.4),[5.0-6.0),[5.3-5.6),[1.0-1.1)
PESYOE,2018,1.056,0.576,1222.090,0.532,5.200,6.000,1.154,1D,[1.0-1.1),[0.5-0.6),[1000-1250),[0.5-0.6),[5.0-6.0),[6.0-6.5),[1.1-1.2)
FIJNEU,2018,2.702,0.286,243.850,0.097,5.220,6.300,1.207,1D,[2.0-7.0],[0.2-0.3),[200-300),[0.0-0.1),[5.0-6.0),[6.0-6.5),[1.2-1.3)
MEQGUN,2018,0.888,0.651,1976.760,0.646,5.230,7.170,1.371,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.6-0.8),[5.0-6.0),[7.0-8.0),[1.3-1.4)
YESMER,2018,1.141,0.544,860.160,0.355,5.230,6.380,1.220,1D,[1.1-1.2),[0.5-0.6),[800-1000),[0.3-0.4),[5.0-6.0),[6.0-6.5),[1.2-1.3)
FIJNAQ,2018,2.679,0.288,250.420,0.101,5.310,5.950,1.121,1D,[2.0-7.0],[0.2-0.3),[200-300),[0.1-0.2),[5.0-6.0),[5.6-6.0),[1.1-1.2)
YELVET,2018,0.883,0.605,1568.420,0.586,5.320,7.200,1.353,1D,[0.8-1.0),[0.6-0.7),[1500-2000),[0.5-0.6),[5.0-6.0),[7.0-8.0),[1.3-1.4)
DIGPER,2018,1.626,0.482,575.730,0.254,5.360,5.940,1.108,1D,[1.6-1.8),[0.4-0.5),[500-600),[0.2-0.3),[5.0-6.0),[5.6-6.0),[1.1-1.2)
REQNEJ,2018,0.902,0.646,2889.770,0.722,5.380,7.080,1.316,1D,[0.8-1.0),[0.6-0.7),[2000-3000),[0.6-0.8),[5.0-6.0),[7.0-8.0),[1.3-1.4)
QEQXUI08,2018,0.970,0.553,1070.390,0.452,5.390,6.730,1.249,1D,[0.8-1.0),[0.5-0.6),[1000-1250),[0.4-0.5),[5.0-6.0),[6.5-7.0),[1.2-1.3)
PIZNAQ,2018,1.036,0.624,2258.150,0.620,5.390,6.570,1.219,2D,[1.0-1.1),[0.6-0.7),[2000-3000),[0.6-0.8),[5.0-6.0),[6.5-7.0),[1.2-1.3)
QEZBUV,2018,1.307,0.307,423.880,0.174,5.400,5.930,1.098,1D,[1.3-1.4),[0.3-0.4),[400-500),[0.1-0.2),[5.0-6.0),[5.6-6.0),[1.0-1.1)
SEQQUD,2018,1.668,0.576,690.570,0.300,5.400,6.830,1.265,1D,[1.6-1.8),[0.5-0.6),[600-800),[0.3-0.4),[5.0-6.0),[6.5-7.0),[1.2-1.3)
MICTIE,2018,0.740,0.619,2064.570,0.718,5.470,7.300,1.335,1D,[0.6-0.8),[0.6-0.7),[2000-3000),[0.6-0.8),[5.0-6.0),[7.0-8.0),[1.3-1.4)
MEZSIW,2018,0.819,0.599,2112.190,0.634,5.480,7.310,1.334,1D,[0.8-1.0),[0.5-0.6),[2000-3000),[0.6-0.8),[5.0-6.0),[7.0-8.0),[1.3-1.4)
